episode,timestep,reward
6,600,-45.4565
11,1200,-67.3795
18,1800,-24.2677
24,2400,-31.1723
31,3000,-37.7989
36,3600,-34.5799
44,4200,-22.4897
49,4800,-48.4985
54,5400,-31.6687
60,6000,-16.421
66,6600,-27.3404
71,7200,-36.1153
77,7800,-4.7532
83,8400,-17.3292
